Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2002,2,20,3,1510,1520,2050,2104,CO,523,N35832,220,224,182,-14,-10,SFO,IAH,1635,26,12,0,NA,0,NA,NA,NA,NA,NA
2002,7,28,7,1822,1820,1958,1954,UA,1824,N319UA,96,94,76,4,2,SFO,PDX,550,2,18,0,NA,0,NA,NA,NA,NA,NA
2002,6,30,7,1225,1225,1304,1310,WN,570,N352,39,45,31,-6,0,OAK,RNO,180,3,5,0,NA,0,NA,NA,NA,NA,NA
2002,4,30,2,1113,1115,1649,1659,UA,1556,N851UA,216,224,196,-10,-2,SFO,IAH,1635,3,17,0,NA,0,NA,NA,NA,NA,NA
2002,8,31,6,2048,2050,2205,2215,HP,873,N824AW,77,85,60,-10,-2,SFO,LAS,414,5,12,0,NA,0,NA,NA,NA,NA,NA
2002,9,16,1,2348,2355,539,550,AA,1608,N3ANAA,231,235,214,-11,-7,SFO,ORD,1846,7,10,0,NA,0,NA,NA,NA,NA,NA
2002,9,24,2,2247,2255,625,648,UA,206,N647UA,278,293,260,-23,-8,SFO,IAD,2419,6,12,0,NA,0,NA,NA,NA,NA,NA
2002,7,10,3,1427,1425,1635,1622,UA,1930,N303UA,128,117,96,13,2,SFO,PHX,651,8,24,0,NA,0,NA,NA,NA,NA,NA
2002,11,11,1,810,817,914,944,AS,244,N785AS,64,87,49,-30,-7,SFO,LAX,337,6,9,0,NA,0,NA,NA,NA,NA,NA
2002,12,6,5,1813,1800,1930,1918,UA,901,N519UA,77,78,49,12,13,SFO,LAX,337,7,21,0,NA,0,NA,NA,NA,NA,NA
2002,3,23,6,1518,1435,2346,2252,UA,76,N581UA,328,317,268,54,43,SFO,EWR,2565,6,54,0,NA,0,NA,NA,NA,NA,NA
2002,12,11,3,1059,1105,1223,1240,UA,275,N584UA,84,95,67,-17,-6,SFO,SNA,372,4,13,0,NA,0,NA,NA,NA,NA,NA
2002,7,3,3,800,800,922,920,WN,1422,N775,82,80,69,2,0,OAK,LAS,407,3,10,0,NA,0,NA,NA,NA,NA,NA
2002,1,9,3,1133,1130,1858,1912,UA,838,N773�1,265,282,244,-14,3,SFO,IAD,2419,8,13,0,NA,0,NA,NA,NA,NA,NA
2002,7,12,5,1705,1701,1818,1823,UA,961,N433UA,73,82,55,-5,4,SFO,LAX,337,6,12,0,NA,0,NA,NA,NA,NA,NA
2002,8,4,7,1130,1130,1227,1230,WN,540,N384,57,60,48,-3,0,OAK,BUR,325,2,7,0,NA,0,NA,NA,NA,NA,NA
2002,6,30,7,1118,1120,1257,1246,UA,1273,N345UA,99,86,69,11,-2,SFO,SAN,447,2,28,0,NA,0,NA,NA,NA,NA,NA
2002,3,6,3,920,920,1038,1040,WN,2054,N368,78,80,67,-2,0,OAK,LAS,407,3,8,0,NA,0,NA,NA,NA,NA,NA
2002,4,1,1,2011,2015,2148,2129,UA,865,N903UA,97,74,63,19,-4,SFO,LAX,337,9,25,0,NA,0,NA,NA,NA,NA,NA
2002,8,9,5,747,750,1531,1555,UA,970,N790UA,284,305,265,-24,-3,SFO,IAD,2419,4,15,0,NA,0,NA,NA,NA,NA,NA
2003,5,19,1,712,715,1546,1550,AA,196,N5ETAA,334,335,317,-4,-3,SFO,BOS,2704,7,10,0,NA,0,NA,NA,NA,NA,NA
2003,11,16,7,1825,1815,1901,1852,OO,6760,N906SW,36,37,23,9,10,SFO,SMF,86,3,10,0,,0,0,0,0,0,0
2003,5,27,2,1250,1305,1522,1546,OO,3943,N417SW,77,101,176,-24,0,OAK,SLC,588,5,10,0,NA,0,NA,NA,NA,NA,NA
2003,7,24,4,953,954,1539,1539,AA,704,N481AA,226,225,206,0,-1,SFO,STL,1736,4,16,0,,0,0,0,0,0,0
2003,2,15,6,1307,1315,1425,1432,UA,200,N434UA,78,77,54,-7,-8,OAK,LAX,337,7,17,0,NA,0,NA,NA,NA,NA,NA
2003,8,5,2,1550,1550,1705,1700,WN,147,N695,75,70,60,5,0,OAK,ONT,361,5,10,0,,0,0,0,0,0,0
2003,5,6,2,1750,1750,1910,1910,WN,419,N512,80,80,68,0,0,OAK,SNA,371,4,8,0,NA,0,NA,NA,NA,NA,NA
2003,11,16,7,1616,1620,1708,1713,OO,6487,N297SW,48,53,38,-5,0,SFO,CIC,153,4,10,0,,0,0,0,0,0,0
2003,4,17,4,816,825,938,950,AA,1907,N241AA,82,85,50,-12,-9,SFO,LAX,337,6,26,0,NA,0,NA,NA,NA,NA,NA
2003,3,22,6,2144,2155,552,605,B6,90,N509JB,308,310,469,-13,-11,OAK,JFK,2576,4,15,0,NA,0,NA,NA,NA,NA,NA
2003,11,10,1,2012,2012,2042,2050,OO,6762,N413SW,30,38,18,-8,0,SFO,SMF,86,4,8,0,,0,0,0,0,0,0
2003,4,17,4,1030,1030,1203,1150,WN,592,N347,93,80,58,13,0,OAK,LAX,337,28,7,0,NA,0,NA,NA,NA,NA,NA
2003,6,18,3,1300,1300,1529,1535,WN,1606,N733,89,95,79,-6,0,OAK,SLC,588,4,6,0,,0,0,0,0,0,0
2003,2,23,7,2330,2320,510,513,TZ,136,N525AT,220,233,201,-3,10,SFO,MDW,1855,6,13,0,NA,0,NA,NA,NA,NA,NA
2003,10,7,2,1633,1645,2229,2236,AA,426,N3APAA,236,231,212,-7,-12,SFO,ORD,1846,5,19,0,,0,0,0,0,0,0
2003,2,8,6,1106,1110,1225,1245,UA,89,N825UA,79,95,62,-20,-4,SFO,SNA,372,5,12,0,NA,0,NA,NA,NA,NA,NA
2003,6,19,4,2020,2020,2135,2140,WN,2476,N660,75,80,65,-5,0,OAK,LAS,407,5,5,0,,0,0,0,0,0,0
2003,3,28,5,1807,1815,1917,1935,OO,6576,N221SW,80,80,155,0,0,SFO,SBA,262,3,11,0,NA,0,NA,NA,NA,NA,NA
2003,12,25,4,2247,2250,700,700,B6,110,N526JB,313,310,474,0,-3,OAK,JFK,2576,7,12,0,,0,0,0,0,0,0
2003,12,24,3,2122,2125,530,535,B6,90,N507JB,308,310,471,-5,-3,OAK,JFK,2576,6,11,0,,0,0,0,0,0,0
2003,1,5,7,1226,1225,2205,2045,AA,16,N396AA,399,320,308,80,1,SFO,JFK,2586,75,16,0,NA,0,NA,NA,NA,NA,NA
2003,5,3,6,849,850,1005,1000,OO,6744,N920SW,75,70,155,5,0,SFO,MFR,329,3,17,0,NA,0,NA,NA,NA,NA,NA
2003,5,18,7,1702,1700,1827,1827,HP,861,N335AW,85,87,70,0,2,SFO,LAS,414,5,10,0,NA,0,NA,NA,NA,NA,NA
2003,10,8,3,1350,1350,1508,1510,WN,659,N506,78,80,65,-2,0,OAK,SNA,371,3,10,0,,0,0,0,0,0,0
2003,7,24,4,1226,1226,1332,1338,OO,6458,N235SW,66,72,151,-6,0,SFO,ACV,250,4,10,0,,0,0,0,0,0,0
2003,4,15,2,1112,1115,1229,1237,UA,1409,N375UA,77,82,52,-8,-3,SFO,LAX,337,12,13,0,NA,0,NA,NA,NA,NA,NA
2003,12,10,3,1718,1654,1836,1818,AS,446,N774AS,78,84,67,18,24,OAK,SNA,371,4,7,0,,0,0,0,0,0,18
2003,10,1,3,1628,1635,1904,1914,OO,3855,N443SW,89,99,179,-10,0,OAK,SLC,588,6,10,0,,0,0,0,0,0,0
2003,7,11,5,1155,1155,1319,1320,WN,757,N705,84,85,69,-1,0,OAK,SNA,371,9,6,0,,0,0,0,0,0,0
2003,6,6,5,958,945,1103,1055,WN,583,N346,65,70,57,8,13,OAK,ONT,361,2,6,0,,0,0,0,0,0,0
2003,2,25,2,823,825,934,950,AA,1907,N468AA,71,85,53,-16,-2,SFO,LAX,337,5,13,0,NA,0,NA,NA,NA,NA,NA
2003,8,11,1,1442,1359,2042,2000,UA,1146,N814UA,240,241,223,42,43,OAK,ORD,1835,8,9,0,,0,0,0,42,0,0
2003,5,29,4,1605,1600,1712,1700,WN,1325,N644,67,60,55,12,5,OAK,BUR,325,2,10,0,NA,0,NA,NA,NA,NA,NA
2003,6,28,6,1757,1649,2112,2012,UA,1460,N919UA,135,143,120,60,68,OAK,DEN,957,5,10,0,,0,17,0,0,0,43
2003,2,25,2,706,710,1515,1520,B6,94,N503JB,309,310,467,-5,-4,OAK,JFK,2576,3,19,0,NA,0,NA,NA,NA,NA,NA
2003,11,23,7,1230,1230,1403,1405,WN,1121,N610,93,95,80,-2,0,OAK,PDX,543,3,10,0,,0,0,0,0,0,0
2003,4,26,6,624,630,1328,1356,DL,338,N386DA,244,266,228,-28,-6,SFO,CVG,2036,6,10,0,NA,0,NA,NA,NA,NA,NA
2003,11,19,3,848,855,1015,1022,UA,64,N551UA,87,87,68,-7,-7,SFO,LAS,414,6,13,0,,0,0,0,0,0,0
2003,7,28,1,644,645,807,805,B6,241,N535JB,83,80,64,2,-1,OAK,LGB,353,3,16,0,,0,0,0,0,0,0
2003,8,26,2,625,600,810,750,HP,841,N803AW,105,110,92,20,25,OAK,PHX,646,5,8,0,,0,20,0,0,0,0
2003,11,29,6,2026,2035,2333,2356,UA,848,N432UA,127,141,108,-23,-9,SFO,DEN,967,6,13,0,,0,0,0,0,0,0
2003,7,20,7,844,845,1710,1710,B6,100,N542JB,326,325,493,0,-1,OAK,JFK,2576,4,9,0,,0,0,0,0,0,0
2003,10,19,7,2151,2155,521,520,DL,2148,N670DN,270,265,253,1,-4,SFO,ATL,2139,5,12,0,,0,0,0,0,0,0
2003,12,1,1,625,630,842,901,UA,1612,N373UA,77,91,62,-19,-5,SFO,BOI,522,4,11,0,,0,0,0,0,0,0
2003,10,22,3,650,700,851,903,AS,357,N767AS,121,123,90,-12,-10,SFO,SEA,679,10,21,0,,0,0,0,0,0,0
2003,3,11,2,1611,1615,1747,1754,UA,1412,N535UA,96,99,80,-7,-4,SFO,PDX,550,2,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,29,3,1730,1730,1835,1845,WN,840,N329,65,75,53,-10,0,OAK,LAX,337,7,5,0,NA,0,NA,NA,NA,NA,NA
2003,10,28,2,840,845,912,923,OO,6518,N563SW,27,38,22,-11,0,SFO,MOD,78,1,9,0,,0,0,0,0,0,0
2003,8,27,3,909,915,1110,1107,UA,1170,N390UA,121,112,102,3,-6,SFO,PHX,651,5,14,0,,0,0,0,0,0,0
2003,2,12,3,557,600,726,715,B6,241,N524JB,89,75,65,11,-3,OAK,LGB,353,5,19,0,NA,0,NA,NA,NA,NA,NA
2003,3,9,7,1247,1250,1338,1346,UA,380,N396UA,51,56,32,-8,-3,SFO,RNO,192,5,14,0,NA,0,NA,NA,NA,NA,NA
2003,4,1,2,915,925,1059,1128,AS,389,N976AS,104,123,88,-29,-10,OAK,SEA,671,7,9,0,NA,0,NA,NA,NA,NA,NA
2003,9,6,6,1219,1210,1333,1335,WN,358,N735,74,85,66,-2,9,OAK,SAN,446,2,6,0,,0,0,0,0,0,0
2003,4,29,2,755,800,907,923,UA,1405,N375UA,72,83,53,-16,-5,SFO,LAX,337,5,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,26,7,1242,1240,1403,1355,B6,247,N533JB,81,75,67,8,2,OAK,LGB,353,5,9,0,NA,0,NA,NA,NA,NA,NA
2003,9,28,7,946,955,1126,1151,AS,355,N949AS,100,116,84,-25,-9,OAK,SEA,671,5,11,0,,0,0,0,0,0,0
2003,12,20,6,1252,1228,1831,1753,AA,2036,N546AA,219,205,175,38,24,SFO,DFW,1464,18,26,0,,0,0,1,14,0,23
2003,5,19,1,2047,2044,2241,2237,AS,351,N619AS,114,113,91,4,3,SFO,SEA,679,5,18,0,NA,0,NA,NA,NA,NA,NA
2003,11,10,1,1130,1120,1216,1216,OO,6485,N568SW,46,56,33,0,10,SFO,CIC,153,3,10,0,,0,0,0,0,0,0
2003,4,27,7,1825,1830,1954,2005,UA,558,N471UA,89,95,74,-11,-5,SFO,PDX,550,5,10,0,NA,0,NA,NA,NA,NA,NA
2003,12,30,2,734,720,1558,1544,AA,196,N5DXAA,324,324,289,14,14,SFO,BOS,2704,24,11,0,,0,0,0,0,0,0
2003,6,8,7,1610,1600,2203,2202,UA,156,N429UA,233,242,209,1,10,SFO,ORD,1846,5,19,0,,0,0,0,0,0,0
2003,10,12,7,1559,1554,1810,1754,AS,591,N773AS,131,120,109,16,5,SFO,SEA,679,6,16,0,,0,0,0,11,5,0
2003,12,2,2,624,630,1216,1219,CO,1696,N37274,232,229,197,-3,-6,OAK,IAH,1628,9,26,0,,0,0,0,0,0,0
2003,4,26,6,2000,2017,2152,2222,AS,361,N755AS,112,125,90,-30,-17,SFO,SEA,679,9,13,0,NA,0,NA,NA,NA,NA,NA
2003,10,25,6,1139,1145,1924,1922,DL,1996,N155DL,285,277,254,2,-6,SFO,ATL,2139,9,22,0,,0,0,0,0,0,0
2003,3,29,6,1151,1148,1450,1440,HP,614,N622AW,119,112,87,10,3,SFO,PHX,651,8,24,0,NA,0,NA,NA,NA,NA,NA
2003,2,8,6,1617,1620,1736,1746,HP,195,N629AW,79,86,62,-10,-3,SFO,LAS,414,4,13,0,NA,0,NA,NA,NA,NA,NA
2003,11,9,7,1201,1208,2002,2012,UA,294,N465UA,301,304,264,-10,-7,SFO,BWI,2457,8,29,0,,0,0,0,0,0,0
2003,10,7,2,849,820,1628,1550,DL,394,N611DL,279,270,259,38,29,OAK,ATL,2130,8,12,0,,0,29,0,9,0,0
2003,12,16,2,1900,1900,2027,2020,WN,509,N658,87,80,71,7,0,OAK,SAN,446,3,13,0,,0,0,0,0,0,0
2003,2,13,4,830,830,945,950,WN,2143,N723,75,80,65,-5,0,OAK,LAX,337,5,5,0,NA,0,NA,NA,NA,NA,NA
2003,12,18,4,1112,1110,1320,1305,OO,6564,N294SW,128,115,304,15,2,SFO,RDM,462,5,17,0,,0,0,0,15,0,0
2003,5,26,1,1443,1445,1604,1609,UA,1417,N388UA,81,84,55,-5,-2,SFO,LAX,337,9,17,0,NA,0,NA,NA,NA,NA,NA
2003,12,12,5,1448,1455,1611,1610,AA,1931,N577AA,83,75,57,1,-7,SFO,LAX,337,11,15,0,,0,0,0,0,0,0
2003,9,23,2,1750,1750,1910,1910,WN,987,N415,80,80,73,0,0,OAK,SAN,446,2,5,0,,0,0,0,0,0,0
2003,3,10,1,1700,1708,1809,1821,AA,1939,N535AA,69,73,53,-12,-8,SFO,LAX,337,4,12,0,NA,0,NA,NA,NA,NA,NA
2003,2,14,5,1415,1415,2008,2018,AA,806,N3BJAA,233,243,214,-10,0,SFO,ORD,1846,7,12,0,NA,0,NA,NA,NA,NA,NA
2003,6,17,2,1531,1540,2119,2114,NW,354,N540US,228,214,202,5,-9,SFO,MSP,1589,9,17,0,,0,0,0,0,0,0
2003,8,17,7,920,900,1115,1058,HP,164,N180AW,115,118,96,17,20,OAK,PHX,646,6,13,0,,0,17,0,0,0,0
2003,10,15,3,1617,1620,1723,1722,OO,6724,N903SW,63,62,149,1,0,SFO,SBA,262,4,12,0,,0,0,0,0,0,0
2003,11,7,5,640,645,823,829,UA,518,N915UA,103,104,82,-6,-5,SFO,PDX,550,2,19,0,,0,0,0,0,0,0
2003,12,22,1,1900,1900,2022,2020,WN,509,N755,82,80,72,2,0,OAK,SAN,446,2,8,0,,0,0,0,0,0,0
2003,4,13,7,614,615,804,807,HP,542,N913AW,110,112,85,-3,-1,SFO,PHX,651,8,17,0,NA,0,NA,NA,NA,NA,NA
2003,5,13,2,2005,2005,2115,2115,WN,2058,N507,70,70,60,0,0,OAK,ONT,361,3,7,0,NA,0,NA,NA,NA,NA,NA
2003,12,15,1,1837,1839,2008,2014,AS,385,N795AS,91,95,80,-6,-2,OAK,PDX,543,3,8,0,,0,0,0,0,0,0
2003,2,12,3,1601,1600,2147,2200,UA,132,N854UA,226,240,210,-13,1,SFO,ORD,1846,5,11,0,NA,0,NA,NA,NA,NA,NA
2003,12,27,6,651,700,907,901,AS,343,N935AS,136,121,107,6,-9,OAK,SEA,671,11,18,0,,0,0,0,0,0,0
2003,6,5,4,836,841,1000,1007,UA,303,N917UA,84,86,69,-7,-5,SFO,SAN,447,2,13,0,,0,0,0,0,0,0
2003,6,4,3,1505,1505,1603,1605,WN,1195,N507,58,60,48,-2,0,OAK,BUR,325,2,8,0,,0,0,0,0,0,0
2003,9,10,3,740,735,935,935,WN,1070,N651,115,120,106,0,5,OAK,SEA,671,2,7,0,,0,0,0,0,0,0
2003,7,5,6,1550,1550,1655,1700,WN,147,N669,65,70,53,-5,0,OAK,ONT,361,4,8,0,,0,0,0,0,0,0
2003,6,23,1,2010,2010,2048,2045,OO,6711,N948SW,38,35,29,3,0,SFO,MRY,77,3,6,0,,0,0,0,0,0,0
2003,4,8,2,1242,1247,1332,1342,UA,1054,N824UA,50,55,31,-10,-5,SFO,RNO,192,4,15,0,NA,0,NA,NA,NA,NA,NA
2003,1,10,5,2135,2120,13,2355,WN,2079,N379,98,95,80,18,15,OAK,SLC,588,3,15,0,NA,0,NA,NA,NA,NA,NA
2003,4,5,6,2230,2225,738,749,UA,180,N595UA,308,324,287,-11,5,SFO,BOS,2704,3,18,0,NA,0,NA,NA,NA,NA,NA
2003,5,9,5,1117,1125,1358,1408,UA,1045,N904UA,101,103,84,-10,-8,SFO,SLC,599,2,15,0,NA,0,NA,NA,NA,NA,NA
2003,12,8,1,1406,1410,1744,1731,UA,408,N447UA,158,141,130,13,-4,OAK,DEN,957,20,8,0,,0,0,0,0,0,0
2003,9,6,6,1215,1220,2028,2034,US,82,N176UW,313,314,293,-6,-5,SFO,PHL,2521,4,16,0,,0,0,0,0,0,0
2003,7,6,7,1533,1540,2050,2114,NW,354,N524US,197,214,176,-24,-7,SFO,MSP,1589,10,11,0,,0,0,0,0,0,0
2003,7,11,5,908,910,1039,1041,UA,581,N529UA,91,91,62,-2,-2,SFO,SNA,372,5,24,0,,0,0,0,0,0,0
2003,12,19,5,653,700,836,901,AS,343,N618AS,103,121,85,-25,-7,OAK,SEA,671,10,8,0,,0,0,0,0,0,0
2003,10,2,4,602,606,1150,1206,AA,1320,N366AA,228,240,206,-16,-4,SFO,ORD,1846,5,17,0,,0,0,0,0,0,0
2003,1,27,1,725,725,1224,1240,WN,2178,N788,179,195,169,-16,0,OAK,MCI,1489,4,6,0,NA,0,NA,NA,NA,NA,NA
2003,1,29,3,1315,1320,1400,1404,OO,6520,N251YV,44,44,29,0,0,SFO,MOD,78,3,13,0,NA,0,NA,NA,NA,NA,NA
2003,6,11,3,1549,1550,1706,1710,B6,253,N537JB,77,80,63,-4,-1,OAK,LGB,353,4,10,0,,0,0,0,0,0,0
2003,8,10,7,1615,1600,1725,1715,WN,2536,N519,70,75,55,10,15,OAK,LAX,337,5,10,0,,0,0,0,0,0,0
2003,11,20,4,1443,1420,1530,1510,WN,667,N660,47,50,31,20,23,OAK,RNO,180,4,12,0,,0,0,0,0,0,20
2003,9,14,7,657,700,1408,1440,DL,314,N832MH,251,280,233,-32,-3,SFO,ATL,2139,6,12,0,,0,0,0,0,0,0
2003,3,30,7,1847,1850,2005,2010,WN,594,N729,78,80,68,-5,-3,OAK,SAN,446,2,8,0,NA,0,NA,NA,NA,NA,NA
2003,5,22,4,1411,1416,2004,2016,AA,806,N3ADAA,233,240,217,-12,-5,SFO,ORD,1846,5,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,29,3,1852,1900,2025,2017,UA,1487,N559UA,93,77,50,8,-8,OAK,LAX,337,16,27,0,NA,0,NA,NA,NA,NA,NA
2003,4,17,4,1255,1255,1344,1349,OO,6485,N301YV,49,54,33,-5,0,SFO,CIC,153,3,13,0,NA,0,NA,NA,NA,NA,NA
2003,2,11,2,1543,1545,1702,1710,OO,6738,N929SW,85,85,161,0,0,SFO,EUG,451,5,12,0,NA,0,NA,NA,NA,NA,NA
2003,5,30,5,1435,1435,1542,1540,OO,6780,N929SW,67,65,149,2,0,SFO,BUR,326,5,12,0,NA,0,NA,NA,NA,NA,NA
2003,3,22,6,1340,1340,1520,1540,WN,2673,N392,100,120,88,-20,0,OAK,SEA,671,4,8,0,NA,0,NA,NA,NA,NA,NA
2003,1,2,4,1640,1640,1810,1820,WN,1451,N342,90,100,80,-10,0,OAK,PDX,543,5,5,0,NA,0,NA,NA,NA,NA,NA
2003,11,2,7,1900,1900,2023,2020,WN,509,N704,83,80,69,3,0,OAK,SAN,446,3,11,0,,0,0,0,0,0,0
2003,1,9,4,1626,1600,12,2359,CO,1249,N33266,286,299,263,13,26,SFO,EWR,2565,8,15,0,NA,0,NA,NA,NA,NA,NA
2003,9,15,1,1415,1415,1918,1935,WN,133,N419,183,200,174,-17,0,OAK,MCI,1489,3,6,0,,0,0,0,0,0,0
2003,9,4,4,1350,1350,1953,1949,UA,350,N458UA,243,239,219,4,0,OAK,ORD,1835,10,14,0,,0,0,0,0,0,0
2003,6,10,2,1030,1030,1133,1150,WN,592,N430,63,80,55,-17,0,OAK,LAX,337,3,5,0,,0,0,0,0,0,0
2003,4,30,3,2002,2011,2129,2131,AS,310,N792AS,87,80,64,-2,-9,SFO,PSP,421,6,17,0,NA,0,NA,NA,NA,NA,NA
2003,5,8,4,730,730,840,845,WN,458,N622,70,75,54,-5,0,OAK,LAX,337,3,13,0,NA,0,NA,NA,NA,NA,NA
2003,12,1,1,905,910,950,955,OO,6530,N292SW,40,45,21,-5,0,SFO,MRY,77,3,21,0,,0,0,0,0,0,0
2003,1,4,6,2223,2230,643,645,UA,78,N458UA,320,315,291,-2,-7,SFO,EWR,2565,9,20,0,NA,0,NA,NA,NA,NA,NA
2003,3,11,2,815,815,1601,1600,UA,222,N453UA,286,285,269,1,0,OAK,IAD,2408,5,12,0,NA,0,NA,NA,NA,NA,NA
2003,9,23,2,1505,1505,1610,1605,WN,1195,N505,65,60,54,5,0,OAK,BUR,325,1,10,0,,0,0,0,0,0,0
2003,11,30,7,1640,1645,1924,1925,DL,866,N375DA,104,100,74,-1,-5,SFO,SLC,599,6,24,0,,0,0,0,0,0,0
2003,4,20,7,1245,1245,1434,1435,WN,1405,N628,109,110,96,-1,0,OAK,PHX,646,3,10,0,NA,0,NA,NA,NA,NA,NA
2003,2,9,7,1142,1145,1729,1745,UA,372,N494UA,227,240,214,-16,-3,SFO,MSY,1911,3,10,0,NA,0,NA,NA,NA,NA,NA
2003,4,12,6,1625,1625,1737,1738,OO,6476,N568SW,72,73,152,-1,0,SFO,BFL,238,4,15,0,NA,0,NA,NA,NA,NA,NA
2003,2,5,3,1110,1115,1428,1441,UA,59,N213UA,318,326,299,-13,-5,SFO,HNL,2398,3,16,0,NA,0,NA,NA,NA,NA,NA
2003,2,12,3,1248,1210,2038,2030,B6,96,N526JB,290,320,446,8,38,OAK,JFK,2576,8,16,0,NA,0,NA,NA,NA,NA,NA
2003,7,7,1,1137,1130,2028,2001,UA,852,N604UA,351,331,302,27,7,SFO,JFK,2586,6,43,0,,0,7,0,20,0,0
2003,7,18,5,1830,1830,1937,1945,WN,1351,N738,67,75,59,-8,0,OAK,LAX,337,2,6,0,,0,0,0,0,0,0
2003,1,15,3,625,630,1141,1158,DL,2216,N908DE,196,208,176,-17,-5,OAK,DFW,1456,7,13,0,NA,0,NA,NA,NA,NA,NA
2003,5,6,2,1305,1310,2111,2135,B6,102,N524JB,306,325,468,-24,-5,OAK,JFK,2576,4,14,0,NA,0,NA,NA,NA,NA,NA
2003,10,7,2,1658,1635,1942,1914,OO,3855,N453SW,104,99,183,28,23,OAK,SLC,588,5,15,0,,0,0,0,0,0,28
2003,4,28,1,1250,1245,1408,1410,WN,358,N684,78,85,70,-2,5,OAK,SAN,446,2,6,0,NA,0,NA,NA,NA,NA,NA
2003,1,31,5,47,55,617,628,AA,1886,N617AA,210,213,195,-11,-8,SFO,STL,1736,4,11,0,NA,0,NA,NA,NA,NA,NA
2003,12,28,7,837,840,1558,1605,DL,394,N678DL,261,265,241,-7,-3,OAK,ATL,2130,7,13,0,,0,0,0,0,0,0
2003,1,8,3,1238,1240,1355,1355,B6,247,N533JB,77,75,64,0,-2,OAK,LGB,353,4,9,0,NA,0,NA,NA,NA,NA,NA
2003,12,25,4,1219,1220,1744,1801,NW,360,N556NW,205,221,176,-17,-1,SFO,MSP,1589,8,21,0,,0,0,0,0,0,0
2003,8,22,5,1113,1115,1500,1439,UA,1464,N912UA,167,144,143,21,-2,OAK,DEN,957,6,18,0,,0,0,0,21,0,0
2003,2,12,3,1056,1055,1227,1234,UA,344,N854UA,91,99,76,-7,1,SFO,PDX,550,4,11,0,NA,0,NA,NA,NA,NA,NA
2003,5,4,7,1109,1100,1228,1225,WN,761,N627,79,85,69,3,9,OAK,SAN,446,2,8,0,NA,0,NA,NA,NA,NA,NA
2003,4,11,5,1107,1110,1431,1440,UA,260,N665UA,144,150,120,-9,-3,SFO,DEN,967,5,19,0,NA,0,NA,NA,NA,NA,NA
2003,3,28,5,1650,1620,1828,1746,HP,195,N665AW,98,86,70,42,30,SFO,LAS,414,4,24,0,NA,0,NA,NA,NA,NA,NA
2003,10,26,7,NA,1256,NA,1418,AA,1923,0,NA,82,NA,NA,NA,SFO,LAX,337,0,0,1,C,0,0,0,0,0,0
2003,1,19,7,1631,1638,1831,1838,AS,337,N768AS,120,120,94,-7,-7,OAK,SEA,671,12,14,0,NA,0,NA,NA,NA,NA,NA
2003,4,28,1,1422,1430,1610,1627,UA,1404,N318UA,108,117,89,-17,-8,SFO,SEA,679,3,16,0,NA,0,NA,NA,NA,NA,NA
2003,6,25,3,1433,1425,1636,1621,UA,474,N926UA,123,116,90,15,8,SFO,SEA,679,4,29,0,,0,8,0,7,0,0
2003,12,26,5,1000,905,1307,1145,WN,1785,N433,127,100,88,82,55,OAK,SLC,588,27,12,0,,0,0,55,27,0,0
2003,3,20,4,1750,1745,1908,1905,WN,987,N731,78,80,65,3,5,OAK,SAN,446,3,10,0,NA,0,NA,NA,NA,NA,NA
2003,9,18,4,751,800,948,1010,TZ,617,N561TZ,297,310,273,-22,-9,SFO,OGG,2338,7,17,0,,0,0,0,0,0,0
2003,3,23,7,620,620,1207,1225,UA,1224,N849UA,227,245,213,-18,0,OAK,ORD,1835,4,10,0,NA,0,NA,NA,NA,NA,NA
2003,9,20,6,559,604,1119,1128,AA,728,N579AA,200,204,174,-9,-5,OAK,DFW,1456,17,9,0,,0,0,0,0,0,0
2003,12,28,7,1116,1100,1239,1228,UA,764,N397UA,83,88,64,11,16,SFO,LAS,414,5,14,0,,0,0,0,0,0,0
2003,5,10,6,1143,1150,1755,1759,UA,1436,N829UA,252,249,208,-4,-7,SFO,MSY,1911,3,41,0,NA,0,NA,NA,NA,NA,NA
2003,7,26,6,1903,1905,2029,2032,HP,863,N164AW,86,87,63,-3,-2,SFO,LAS,414,11,12,0,,0,0,0,0,0,0
2003,6,8,7,1615,1615,1718,1717,OO,6718,N932SW,63,62,144,1,0,SFO,SBA,262,3,15,0,,0,0,0,0,0,0
2003,1,4,6,1224,1225,2100,2045,AA,16,N323AA,336,320,297,15,-1,SFO,JFK,2586,14,25,0,NA,0,NA,NA,NA,NA,NA
2003,3,6,4,1952,1940,2109,2055,B6,255,N535JB,77,75,62,14,12,OAK,LGB,353,4,11,0,NA,0,NA,NA,NA,NA,NA
2003,11,19,3,705,708,1222,1233,AA,1370,N519AA,197,205,179,-11,-3,OAK,DFW,1456,6,12,0,,0,0,0,0,0,0
2003,9,2,2,1608,1618,1738,1749,UA,502,N375UA,90,91,74,-11,-10,SFO,PDX,550,2,14,0,,0,0,0,0,0,0
